sparsity_dict: {'0-self_attn.q_proj': 0.55, '0-self_attn.k_proj': 0.47500000000000003, '0-self_attn.v_proj': 0.5, '0-self_attn.o_proj': 0.47500000000000003, '0-mlp.gate_proj': 0.45, '0-mlp.up_proj': 0.45, '0-mlp.down_proj': 0.525, '1-self_attn.q_proj': 0.5, '1-self_attn.k_proj': 0.525, '1-self_attn.v_proj': 0.47500000000000003, '1-self_attn.o_proj': 0.45, '1-mlp.gate_proj': 0.55, '1-mlp.up_proj': 0.525, '1-mlp.down_proj': 0.5, '2-self_attn.q_proj': 0.525, '2-self_attn.k_proj': 0.525, '2-self_attn.v_proj': 0.45, '2-self_attn.o_proj': 0.525, '2-mlp.gate_proj': 0.55, '2-mlp.up_proj': 0.525, '2-mlp.down_proj': 0.5, '3-self_attn.q_proj': 0.55, '3-self_attn.k_proj': 0.525, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.47500000000000003, '3-mlp.gate_proj': 0.45, '3-mlp.up_proj': 0.5, '3-mlp.down_proj': 0.47500000000000003, '4-self_attn.q_proj': 0.5, '4-self_attn.k_proj': 0.45, '4-self_attn.v_proj': 0.47500000000000003, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.55, '4-mlp.up_proj': 0.525, '4-mlp.down_proj': 0.55, '5-self_attn.q_proj': 0.55, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.45, '5-self_attn.o_proj': 0.47500000000000003, '5-mlp.gate_proj': 0.5, '5-mlp.up_proj': 0.5, '5-mlp.down_proj': 0.5, '6-self_attn.q_proj': 0.525, '6-self_attn.k_proj': 0.525, '6-self_attn.v_proj': 0.55, '6-self_attn.o_proj': 0.5, '6-mlp.gate_proj': 0.525, '6-mlp.up_proj': 0.55, '6-mlp.down_proj': 0.5, '7-self_attn.q_proj': 0.55, '7-self_attn.k_proj': 0.47500000000000003, '7-self_attn.v_proj': 0.525, '7-self_attn.o_proj': 0.47500000000000003, '7-mlp.gate_proj': 0.47500000000000003, '7-mlp.up_proj': 0.55, '7-mlp.down_proj': 0.525},total_sparsity:0.5085227272727273,loss: 9.936004638671875
sparsity_dict: {'0-self_attn.q_proj': 0.5, '0-self_attn.k_proj': 0.45, '0-self_attn.v_proj': 0.47500000000000003, '0-self_attn.o_proj': 0.5, '0-mlp.gate_proj': 0.45, '0-mlp.up_proj': 0.5, '0-mlp.down_proj': 0.47500000000000003, '1-self_attn.q_proj': 0.45, '1-self_attn.k_proj': 0.47500000000000003, '1-self_attn.v_proj': 0.47500000000000003, '1-self_attn.o_proj': 0.525, '1-mlp.gate_proj': 0.47500000000000003, '1-mlp.up_proj': 0.47500000000000003, '1-mlp.down_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.47500000000000003, '2-self_attn.k_proj': 0.55, '2-self_attn.v_proj': 0.55, '2-self_attn.o_proj': 0.45, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.up_proj': 0.5, '2-mlp.down_proj': 0.5, '3-self_attn.q_proj': 0.525, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.55, '3-mlp.gate_proj': 0.525, '3-mlp.up_proj': 0.5, '3-mlp.down_proj': 0.55, '4-self_attn.q_proj': 0.5, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.525, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.55, '4-mlp.up_proj': 0.55, '4-mlp.down_proj': 0.47500000000000003, '5-self_attn.q_proj': 0.5, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.5, '5-self_attn.o_proj': 0.5, '5-mlp.gate_proj': 0.47500000000000003, '5-mlp.up_proj': 0.55, '5-mlp.down_proj': 0.5, '6-self_attn.q_proj': 0.5, '6-self_attn.k_proj': 0.5, '6-self_attn.v_proj': 0.47500000000000003, '6-self_attn.o_proj': 0.5, '6-mlp.gate_proj': 0.45, '6-mlp.up_proj': 0.47500000000000003, '6-mlp.down_proj': 0.55, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.525, '7-self_attn.v_proj': 0.525, '7-self_attn.o_proj': 0.55, '7-mlp.gate_proj': 0.5, '7-mlp.up_proj': 0.45, '7-mlp.down_proj': 0.55},total_sparsity:0.5008522727272727,loss: 9.76871395111084
sparsity_dict: {'0-self_attn.q_proj': 0.5, '0-self_attn.k_proj': 0.45, '0-self_attn.v_proj': 0.47500000000000003, '0-self_attn.o_proj': 0.5, '0-mlp.gate_proj': 0.45, '0-mlp.up_proj': 0.5, '0-mlp.down_proj': 0.47500000000000003, '1-self_attn.q_proj': 0.45, '1-self_attn.k_proj': 0.47500000000000003, '1-self_attn.v_proj': 0.47500000000000003, '1-self_attn.o_proj': 0.525, '1-mlp.gate_proj': 0.47500000000000003, '1-mlp.up_proj': 0.47500000000000003, '1-mlp.down_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.47500000000000003, '2-self_attn.k_proj': 0.55, '2-self_attn.v_proj': 0.55, '2-self_attn.o_proj': 0.45, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.up_proj': 0.5, '2-mlp.down_proj': 0.5, '3-self_attn.q_proj': 0.525, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.55, '3-mlp.gate_proj': 0.525, '3-mlp.up_proj': 0.5, '3-mlp.down_proj': 0.55, '4-self_attn.q_proj': 0.5, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.525, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.55, '4-mlp.up_proj': 0.55, '4-mlp.down_proj': 0.47500000000000003, '5-self_attn.q_proj': 0.5, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.5, '5-self_attn.o_proj': 0.5, '5-mlp.gate_proj': 0.47500000000000003, '5-mlp.up_proj': 0.55, '5-mlp.down_proj': 0.5, '6-self_attn.q_proj': 0.5, '6-self_attn.k_proj': 0.5, '6-self_attn.v_proj': 0.47500000000000003, '6-self_attn.o_proj': 0.5, '6-mlp.gate_proj': 0.45, '6-mlp.up_proj': 0.47500000000000003, '6-mlp.down_proj': 0.55, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.525, '7-self_attn.v_proj': 0.525, '7-self_attn.o_proj': 0.55, '7-mlp.gate_proj': 0.5, '7-mlp.up_proj': 0.45, '7-mlp.down_proj': 0.55},total_sparsity:0.5008522727272727,loss: 9.76871395111084
sparsity_dict: {'0-self_attn.q_proj': 0.5, '0-self_attn.k_proj': 0.45, '0-self_attn.v_proj': 0.47500000000000003, '0-self_attn.o_proj': 0.5, '0-mlp.gate_proj': 0.45, '0-mlp.up_proj': 0.5, '0-mlp.down_proj': 0.47500000000000003, '1-self_attn.q_proj': 0.45, '1-self_attn.k_proj': 0.47500000000000003, '1-self_attn.v_proj': 0.47500000000000003, '1-self_attn.o_proj': 0.525, '1-mlp.gate_proj': 0.47500000000000003, '1-mlp.up_proj': 0.47500000000000003, '1-mlp.down_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.47500000000000003, '2-self_attn.k_proj': 0.55, '2-self_attn.v_proj': 0.55, '2-self_attn.o_proj': 0.45, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.up_proj': 0.5, '2-mlp.down_proj': 0.5, '3-self_attn.q_proj': 0.525, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.55, '3-mlp.gate_proj': 0.525, '3-mlp.up_proj': 0.5, '3-mlp.down_proj': 0.55, '4-self_attn.q_proj': 0.5, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.525, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.55, '4-mlp.up_proj': 0.55, '4-mlp.down_proj': 0.47500000000000003, '5-self_attn.q_proj': 0.5, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.5, '5-self_attn.o_proj': 0.5, '5-mlp.gate_proj': 0.47500000000000003, '5-mlp.up_proj': 0.55, '5-mlp.down_proj': 0.5, '6-self_attn.q_proj': 0.5, '6-self_attn.k_proj': 0.5, '6-self_attn.v_proj': 0.47500000000000003, '6-self_attn.o_proj': 0.5, '6-mlp.gate_proj': 0.45, '6-mlp.up_proj': 0.47500000000000003, '6-mlp.down_proj': 0.55, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.525, '7-self_attn.v_proj': 0.525, '7-self_attn.o_proj': 0.55, '7-mlp.gate_proj': 0.5, '7-mlp.up_proj': 0.45, '7-mlp.down_proj': 0.55},total_sparsity:0.5008522727272727,loss: 9.76871395111084
sparsity_dict: {'0-self_attn.q_proj': 0.5, '0-self_attn.k_proj': 0.45, '0-self_attn.v_proj': 0.47500000000000003, '0-self_attn.o_proj': 0.5, '0-mlp.gate_proj': 0.45, '0-mlp.up_proj': 0.5, '0-mlp.down_proj': 0.47500000000000003, '1-self_attn.q_proj': 0.45, '1-self_attn.k_proj': 0.47500000000000003, '1-self_attn.v_proj': 0.47500000000000003, '1-self_attn.o_proj': 0.525, '1-mlp.gate_proj': 0.47500000000000003, '1-mlp.up_proj': 0.47500000000000003, '1-mlp.down_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.47500000000000003, '2-self_attn.k_proj': 0.55, '2-self_attn.v_proj': 0.55, '2-self_attn.o_proj': 0.45, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.up_proj': 0.5, '2-mlp.down_proj': 0.5, '3-self_attn.q_proj': 0.525, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.55, '3-mlp.gate_proj': 0.525, '3-mlp.up_proj': 0.5, '3-mlp.down_proj': 0.55, '4-self_attn.q_proj': 0.5, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.525, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.55, '4-mlp.up_proj': 0.55, '4-mlp.down_proj': 0.47500000000000003, '5-self_attn.q_proj': 0.5, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.5, '5-self_attn.o_proj': 0.5, '5-mlp.gate_proj': 0.47500000000000003, '5-mlp.up_proj': 0.55, '5-mlp.down_proj': 0.5, '6-self_attn.q_proj': 0.5, '6-self_attn.k_proj': 0.5, '6-self_attn.v_proj': 0.47500000000000003, '6-self_attn.o_proj': 0.5, '6-mlp.gate_proj': 0.45, '6-mlp.up_proj': 0.47500000000000003, '6-mlp.down_proj': 0.55, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.525, '7-self_attn.v_proj': 0.525, '7-self_attn.o_proj': 0.55, '7-mlp.gate_proj': 0.5, '7-mlp.up_proj': 0.45, '7-mlp.down_proj': 0.55},total_sparsity:0.5008522727272727,loss: 9.76871395111084
sparsity_dict: {'0-self_attn.q_proj': 0.5, '0-self_attn.k_proj': 0.45, '0-self_attn.v_proj': 0.47500000000000003, '0-self_attn.o_proj': 0.5, '0-mlp.gate_proj': 0.45, '0-mlp.up_proj': 0.5, '0-mlp.down_proj': 0.47500000000000003, '1-self_attn.q_proj': 0.45, '1-self_attn.k_proj': 0.47500000000000003, '1-self_attn.v_proj': 0.47500000000000003, '1-self_attn.o_proj': 0.525, '1-mlp.gate_proj': 0.47500000000000003, '1-mlp.up_proj': 0.47500000000000003, '1-mlp.down_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.47500000000000003, '2-self_attn.k_proj': 0.55, '2-self_attn.v_proj': 0.55, '2-self_attn.o_proj': 0.45, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.up_proj': 0.5, '2-mlp.down_proj': 0.5, '3-self_attn.q_proj': 0.525, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.55, '3-mlp.gate_proj': 0.525, '3-mlp.up_proj': 0.5, '3-mlp.down_proj': 0.55, '4-self_attn.q_proj': 0.5, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.525, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.55, '4-mlp.up_proj': 0.55, '4-mlp.down_proj': 0.47500000000000003, '5-self_attn.q_proj': 0.5, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.5, '5-self_attn.o_proj': 0.5, '5-mlp.gate_proj': 0.47500000000000003, '5-mlp.up_proj': 0.55, '5-mlp.down_proj': 0.5, '6-self_attn.q_proj': 0.5, '6-self_attn.k_proj': 0.5, '6-self_attn.v_proj': 0.47500000000000003, '6-self_attn.o_proj': 0.5, '6-mlp.gate_proj': 0.45, '6-mlp.up_proj': 0.47500000000000003, '6-mlp.down_proj': 0.55, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.525, '7-self_attn.v_proj': 0.525, '7-self_attn.o_proj': 0.55, '7-mlp.gate_proj': 0.5, '7-mlp.up_proj': 0.45, '7-mlp.down_proj': 0.55},total_sparsity:0.5008522727272727,loss: 9.76871395111084
sparsity_dict: {'0-self_attn.q_proj': 0.5, '0-self_attn.k_proj': 0.45, '0-self_attn.v_proj': 0.47500000000000003, '0-self_attn.o_proj': 0.5, '0-mlp.gate_proj': 0.45, '0-mlp.up_proj': 0.5, '0-mlp.down_proj': 0.47500000000000003, '1-self_attn.q_proj': 0.45, '1-self_attn.k_proj': 0.47500000000000003, '1-self_attn.v_proj': 0.47500000000000003, '1-self_attn.o_proj': 0.525, '1-mlp.gate_proj': 0.47500000000000003, '1-mlp.up_proj': 0.47500000000000003, '1-mlp.down_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.47500000000000003, '2-self_attn.k_proj': 0.55, '2-self_attn.v_proj': 0.55, '2-self_attn.o_proj': 0.45, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.up_proj': 0.5, '2-mlp.down_proj': 0.5, '3-self_attn.q_proj': 0.525, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.55, '3-mlp.gate_proj': 0.525, '3-mlp.up_proj': 0.5, '3-mlp.down_proj': 0.55, '4-self_attn.q_proj': 0.5, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.525, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.55, '4-mlp.up_proj': 0.55, '4-mlp.down_proj': 0.47500000000000003, '5-self_attn.q_proj': 0.5, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.5, '5-self_attn.o_proj': 0.5, '5-mlp.gate_proj': 0.47500000000000003, '5-mlp.up_proj': 0.55, '5-mlp.down_proj': 0.5, '6-self_attn.q_proj': 0.5, '6-self_attn.k_proj': 0.5, '6-self_attn.v_proj': 0.47500000000000003, '6-self_attn.o_proj': 0.5, '6-mlp.gate_proj': 0.45, '6-mlp.up_proj': 0.47500000000000003, '6-mlp.down_proj': 0.55, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.525, '7-self_attn.v_proj': 0.525, '7-self_attn.o_proj': 0.55, '7-mlp.gate_proj': 0.5, '7-mlp.up_proj': 0.45, '7-mlp.down_proj': 0.55},total_sparsity:0.5008522727272727,loss: 9.76871395111084
sparsity_dict: {'0-self_attn.q_proj': 0.5, '0-self_attn.k_proj': 0.45, '0-self_attn.v_proj': 0.47500000000000003, '0-self_attn.o_proj': 0.5, '0-mlp.gate_proj': 0.45, '0-mlp.up_proj': 0.5, '0-mlp.down_proj': 0.47500000000000003, '1-self_attn.q_proj': 0.45, '1-self_attn.k_proj': 0.47500000000000003, '1-self_attn.v_proj': 0.47500000000000003, '1-self_attn.o_proj': 0.525, '1-mlp.gate_proj': 0.47500000000000003, '1-mlp.up_proj': 0.47500000000000003, '1-mlp.down_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.47500000000000003, '2-self_attn.k_proj': 0.55, '2-self_attn.v_proj': 0.55, '2-self_attn.o_proj': 0.45, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.up_proj': 0.5, '2-mlp.down_proj': 0.5, '3-self_attn.q_proj': 0.525, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.55, '3-mlp.gate_proj': 0.525, '3-mlp.up_proj': 0.5, '3-mlp.down_proj': 0.55, '4-self_attn.q_proj': 0.5, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.525, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.55, '4-mlp.up_proj': 0.55, '4-mlp.down_proj': 0.47500000000000003, '5-self_attn.q_proj': 0.5, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.5, '5-self_attn.o_proj': 0.5, '5-mlp.gate_proj': 0.47500000000000003, '5-mlp.up_proj': 0.55, '5-mlp.down_proj': 0.5, '6-self_attn.q_proj': 0.5, '6-self_attn.k_proj': 0.5, '6-self_attn.v_proj': 0.47500000000000003, '6-self_attn.o_proj': 0.5, '6-mlp.gate_proj': 0.45, '6-mlp.up_proj': 0.47500000000000003, '6-mlp.down_proj': 0.55, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.525, '7-self_attn.v_proj': 0.525, '7-self_attn.o_proj': 0.55, '7-mlp.gate_proj': 0.5, '7-mlp.up_proj': 0.45, '7-mlp.down_proj': 0.55},total_sparsity:0.5008522727272727,loss: 9.76871395111084
sparsity_dict: {'0-self_attn.q_proj': 0.5, '0-self_attn.k_proj': 0.45, '0-self_attn.v_proj': 0.47500000000000003, '0-self_attn.o_proj': 0.5, '0-mlp.gate_proj': 0.45, '0-mlp.up_proj': 0.5, '0-mlp.down_proj': 0.47500000000000003, '1-self_attn.q_proj': 0.45, '1-self_attn.k_proj': 0.47500000000000003, '1-self_attn.v_proj': 0.47500000000000003, '1-self_attn.o_proj': 0.525, '1-mlp.gate_proj': 0.47500000000000003, '1-mlp.up_proj': 0.47500000000000003, '1-mlp.down_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.47500000000000003, '2-self_attn.k_proj': 0.55, '2-self_attn.v_proj': 0.55, '2-self_attn.o_proj': 0.45, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.up_proj': 0.5, '2-mlp.down_proj': 0.5, '3-self_attn.q_proj': 0.525, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.55, '3-mlp.gate_proj': 0.525, '3-mlp.up_proj': 0.5, '3-mlp.down_proj': 0.55, '4-self_attn.q_proj': 0.5, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.525, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.55, '4-mlp.up_proj': 0.55, '4-mlp.down_proj': 0.47500000000000003, '5-self_attn.q_proj': 0.5, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.5, '5-self_attn.o_proj': 0.5, '5-mlp.gate_proj': 0.47500000000000003, '5-mlp.up_proj': 0.55, '5-mlp.down_proj': 0.5, '6-self_attn.q_proj': 0.5, '6-self_attn.k_proj': 0.5, '6-self_attn.v_proj': 0.47500000000000003, '6-self_attn.o_proj': 0.5, '6-mlp.gate_proj': 0.45, '6-mlp.up_proj': 0.47500000000000003, '6-mlp.down_proj': 0.55, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.525, '7-self_attn.v_proj': 0.525, '7-self_attn.o_proj': 0.55, '7-mlp.gate_proj': 0.5, '7-mlp.up_proj': 0.5, '7-mlp.down_proj': 0.55},total_sparsity:0.5022469008264464,loss: 9.7927885055542
sparsity_dict: {'0-self_attn.q_proj': 0.5, '0-self_attn.k_proj': 0.45, '0-self_attn.v_proj': 0.47500000000000003, '0-self_attn.o_proj': 0.5, '0-mlp.gate_proj': 0.45, '0-mlp.up_proj': 0.5, '0-mlp.down_proj': 0.47500000000000003, '1-self_attn.q_proj': 0.45, '1-self_attn.k_proj': 0.47500000000000003, '1-self_attn.v_proj': 0.47500000000000003, '1-self_attn.o_proj': 0.525, '1-mlp.gate_proj': 0.47500000000000003, '1-mlp.up_proj': 0.47500000000000003, '1-mlp.down_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.47500000000000003, '2-self_attn.k_proj': 0.55, '2-self_attn.v_proj': 0.55, '2-self_attn.o_proj': 0.45, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.up_proj': 0.5, '2-mlp.down_proj': 0.5, '3-self_attn.q_proj': 0.525, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.55, '3-mlp.gate_proj': 0.525, '3-mlp.up_proj': 0.5, '3-mlp.down_proj': 0.55, '4-self_attn.q_proj': 0.5, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.525, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.55, '4-mlp.up_proj': 0.55, '4-mlp.down_proj': 0.47500000000000003, '5-self_attn.q_proj': 0.5, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.5, '5-self_attn.o_proj': 0.5, '5-mlp.gate_proj': 0.47500000000000003, '5-mlp.up_proj': 0.55, '5-mlp.down_proj': 0.5, '6-self_attn.q_proj': 0.5, '6-self_attn.k_proj': 0.5, '6-self_attn.v_proj': 0.47500000000000003, '6-self_attn.o_proj': 0.5, '6-mlp.gate_proj': 0.45, '6-mlp.up_proj': 0.47500000000000003, '6-mlp.down_proj': 0.55, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.525, '7-self_attn.v_proj': 0.525, '7-self_attn.o_proj': 0.55, '7-mlp.gate_proj': 0.5, '7-mlp.up_proj': 0.45, '7-mlp.down_proj': 0.55},total_sparsity:0.5008522727272727,loss: 9.76871395111084
sparsity_dict: {'0-self_attn.q_proj': 0.5, '0-self_attn.k_proj': 0.45, '0-self_attn.v_proj': 0.47500000000000003, '0-self_attn.o_proj': 0.5, '0-mlp.gate_proj': 0.45, '0-mlp.up_proj': 0.5, '0-mlp.down_proj': 0.47500000000000003, '1-self_attn.q_proj': 0.45, '1-self_attn.k_proj': 0.47500000000000003, '1-self_attn.v_proj': 0.47500000000000003, '1-self_attn.o_proj': 0.525, '1-mlp.gate_proj': 0.47500000000000003, '1-mlp.up_proj': 0.47500000000000003, '1-mlp.down_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.47500000000000003, '2-self_attn.k_proj': 0.55, '2-self_attn.v_proj': 0.55, '2-self_attn.o_proj': 0.45, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.up_proj': 0.5, '2-mlp.down_proj': 0.5, '3-self_attn.q_proj': 0.525, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.55, '3-mlp.gate_proj': 0.525, '3-mlp.up_proj': 0.5, '3-mlp.down_proj': 0.55, '4-self_attn.q_proj': 0.5, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.525, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.55, '4-mlp.up_proj': 0.55, '4-mlp.down_proj': 0.47500000000000003, '5-self_attn.q_proj': 0.5, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.5, '5-self_attn.o_proj': 0.5, '5-mlp.gate_proj': 0.47500000000000003, '5-mlp.up_proj': 0.55, '5-mlp.down_proj': 0.5, '6-self_attn.q_proj': 0.5, '6-self_attn.k_proj': 0.5, '6-self_attn.v_proj': 0.47500000000000003, '6-self_attn.o_proj': 0.5, '6-mlp.gate_proj': 0.45, '6-mlp.up_proj': 0.47500000000000003, '6-mlp.down_proj': 0.55, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.525, '7-self_attn.v_proj': 0.525, '7-self_attn.o_proj': 0.55, '7-mlp.gate_proj': 0.5, '7-mlp.up_proj': 0.45, '7-mlp.down_proj': 0.55},total_sparsity:0.5008522727272727,loss: 9.76871395111084
sparsity_dict: {'0-self_attn.q_proj': 0.5, '0-self_attn.k_proj': 0.45, '0-self_attn.v_proj': 0.47500000000000003, '0-self_attn.o_proj': 0.5, '0-mlp.gate_proj': 0.45, '0-mlp.up_proj': 0.5, '0-mlp.down_proj': 0.47500000000000003, '1-self_attn.q_proj': 0.45, '1-self_attn.k_proj': 0.47500000000000003, '1-self_attn.v_proj': 0.47500000000000003, '1-self_attn.o_proj': 0.525, '1-mlp.gate_proj': 0.47500000000000003, '1-mlp.up_proj': 0.47500000000000003, '1-mlp.down_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.47500000000000003, '2-self_attn.k_proj': 0.55, '2-self_attn.v_proj': 0.55, '2-self_attn.o_proj': 0.45, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.up_proj': 0.5, '2-mlp.down_proj': 0.5, '3-self_attn.q_proj': 0.525, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.55, '3-mlp.gate_proj': 0.525, '3-mlp.up_proj': 0.5, '3-mlp.down_proj': 0.55, '4-self_attn.q_proj': 0.5, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.525, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.55, '4-mlp.up_proj': 0.55, '4-mlp.down_proj': 0.47500000000000003, '5-self_attn.q_proj': 0.5, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.5, '5-self_attn.o_proj': 0.5, '5-mlp.gate_proj': 0.47500000000000003, '5-mlp.up_proj': 0.55, '5-mlp.down_proj': 0.5, '6-self_attn.q_proj': 0.5, '6-self_attn.k_proj': 0.5, '6-self_attn.v_proj': 0.47500000000000003, '6-self_attn.o_proj': 0.5, '6-mlp.gate_proj': 0.45, '6-mlp.up_proj': 0.47500000000000003, '6-mlp.down_proj': 0.55, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.525, '7-self_attn.v_proj': 0.525, '7-self_attn.o_proj': 0.55, '7-mlp.gate_proj': 0.5, '7-mlp.up_proj': 0.45, '7-mlp.down_proj': 0.55},total_sparsity:0.5008522727272727,loss: 9.76871395111084
